gender,age,income,days_member,offer_received,offer_viewed,offer_completed,channel_web,channel_email,channel_mobile,channel_social,difficulty,duration,offered_reward,redeemed_reward,response_score,bogo_offer_received,disc_offer_received,info_offer_received,bogo_offer_viewed,disc_offer_viewed,info_offer_viewed,bogo_offer_completed,disc_offer_completed,info_offer_completed,bogo_response_score,disc_response_score,info_response_score,txn_overall,amt_overall,txn_promo,amt_promo,txn_nonpromo,amt_nonpromo,rfm_promo_score,rfm_nonpromo_score,amt_per_test_hour,amt_per_member_day,amt_per_income
1,37,42000.0,2730,4,4,0,1,4,4,4,6.75,6.0,5.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16.25,3,9.65,2,6.6,3.67,2.33,0.022759,0.005952,0.000387
1,57,72000.0,3134,5,5,5,5,5,4,0,12.0,7.6,2.6,2.6,0.8939999999999999,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.6575,0.0,13,245.1,13,245.1,0,0.0,4.0,0.0,0.343277,0.078207,0.003404
1,67,34000.0,2804,6,4,0,5,6,5,4,10.166666666666666,7.5,4.333333333333333,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9.09,4,9.09,0,0.0,2.67,0.0,0.012731,0.003242,0.000267
1,67,98000.0,3273,3,2,1,3,3,3,2,8.333333333333334,7.333333333333333,5.666666666666667,3.3333333333333335,0.3,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,11,351.41,10,330.73,1,20.68,2.33,2.0,0.492171,0.107366,0.003586
1,28,52000.0,2632,5,5,1,4,5,5,4,8.4,7.2,6.0,1.0,0.142,3.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.71,0.0,0.0,17,237.52,16,227.04,1,10.48,2.67,2.67,0.332661,0.090243,0.004568
1,42,56000.0,2641,4,3,2,3,4,4,4,9.25,8.5,4.25,1.0,0.23,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.46,0.0,7,27.48,7,27.48,0,0.0,3.0,0.0,0.038487,0.010405,0.000491
1,65,68000.0,2932,4,3,1,3,4,3,3,10.0,5.75,6.25,0.0,0.105,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42,4,16.58,2,8.67,2,7.91,2.67,3.67,0.023221,0.005655,0.000244
1,65,60000.0,3394,5,5,4,4,5,5,4,5.0,6.4,1.8,1.8,0.762,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.95,0.96,0.94,12,203.35,10,168.8,2,34.55,3.33,3.67,0.284804,0.059915,0.003389
1,24,38000.0,3179,4,4,2,4,4,4,1,8.75,6.5,2.75,1.75,0.385,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.9,0.21333333333333335,0.0,9,77.22,7,54.52,2,22.7,3.33,4.33,0.108151,0.024291,0.002032
0,58,95000.0,3510,5,5,5,5,5,4,3,9.0,6.8,4.4,4.4,0.866,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.9,1.55,0.88,11,290.07,11,290.07,0,0.0,4.33,0.0,0.406261,0.082641,0.003053
0,58,77000.0,3321,4,3,3,4,4,4,3,6.75,7.25,3.75,2.5,0.7075,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.85,1.98,0.0,10,209.69,8,167.17,2,42.52,3.0,2.0,0.293683,0.063141,0.002723
0,53,74000.0,3369,5,3,1,5,5,4,2,10.0,6.2,5.4,2.0,0.19,1.0,2.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.475,0.0,0.0,10,207.78,9,192.56,1,15.22,2.67,3.33,0.291008,0.061674,0.002808
1,66,57000.0,3303,5,5,5,4,5,5,5,7.4,6.8,5.0,5.0,0.75,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.685,1.3399999999999999,0.0,11,150.71,9,119.77,2,30.94,2.67,1.67,0.211078,0.045628,0.002644
0,48,31000.0,2903,6,4,4,5,6,6,4,5.333333333333333,6.0,2.0,1.6666666666666667,0.37166666666666665,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.2,1.3599999999999999,0.67,8,53.14,8,53.14,0,0.0,3.0,0.0,0.074426,0.018305,0.001714
0,77,37000.0,2755,3,3,1,0,3,3,3,0.0,3.0,0.0,0.0,0.27666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.27666666666666667,5,16.69,2,4.05,3,12.64,3.33,2.67,0.023375,0.006058,0.000451
0,73,88000.0,3451,4,3,3,3,4,4,3,6.75,6.5,5.75,4.5,0.55,3.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.45,0.75,0.0,7,810.89,7,810.89,0,0.0,3.0,0.0,1.1357,0.234972,0.009215
1,31,58000.0,2730,6,5,0,5,6,6,4,8.666666666666666,7.166666666666667,5.333333333333333,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,21.4,7,21.4,0,0.0,2.33,0.0,0.029972,0.007839,0.000369
1,52,86000.0,2786,4,4,3,3,4,4,2,8.75,6.5,4.75,4.25,0.43000000000000005,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.5,0.0,1.04,0.34,0.0,4,96.04,3,68.08,1,27.96,4.67,4.67,0.13451,0.034472,0.001117
0,60,60000.0,2804,5,5,4,3,5,5,3,6.0,6.0,1.2,1.2,0.662,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.5,0.0,1.6949999999999998,0.46,10,144.91,8,115.48,2,29.43,1.67,3.0,0.202955,0.05168,0.002415
0,76,90000.0,3527,5,5,5,4,5,4,3,11.0,7.8,4.8,4.8,0.75,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,1.03,2.7199999999999998,0.0,14,332.12,14,332.12,0,0.0,4.33,0.0,0.465154,0.094165,0.00369
1,40,65000.0,2824,3,2,1,3,3,3,2,6.666666666666667,8.0,1.3333333333333333,0.6666666666666666,0.11666666666666665,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.175,0.0,5,20.52,4,14.82,1,5.7,3.33,1.67,0.028739,0.007266,0.000316
1,53,49000.0,2950,3,1,1,2,3,2,1,8.333333333333334,6.666666666666667,3.3333333333333335,0.0,0.3066666666666667,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.92,5,21.25,2,12.13,3,9.12,3.67,2.67,0.029762,0.007203,0.000434
1,61,62000.0,3417,5,3,0,4,5,5,4,7.0,6.2,5.4,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,188.12,10,180.66,1,7.46,3.67,3.0,0.263473,0.055054,0.003034
1,62,78000.0,3329,4,3,3,4,4,3,3,11.25,8.75,3.5,2.25,0.675,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.95,0.875,0.0,14,234.94,12,196.63,2,38.31,1.67,4.67,0.329048,0.070574,0.003012
1,32,74000.0,3238,5,5,4,3,5,5,5,7.0,7.0,3.8,3.4,0.754,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,1.77,0.5,1.0,18,324.27,18,324.27,0,0.0,3.33,0.0,0.45416,0.100145,0.004382
1,91,73000.0,3056,5,5,3,5,5,5,5,7.4,6.4,5.0,3.6,0.37,2.0,2.0,0.0,2.0,2.0,0.0,1.5,1.0,0.0,0.85,0.75,0.0,7,122.04,7,122.04,0,0.0,2.0,0.0,0.170924,0.039935,0.001672
1,39,77000.0,3569,3,3,2,1,3,3,2,3.3333333333333335,4.666666666666667,3.3333333333333335,3.3333333333333335,0.43,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.46,0.0,0.83,7,117.78,3,60.5,4,57.28,4.0,2.67,0.164958,0.033001,0.00153
0,63,88000.0,3379,3,1,1,3,3,1,1,15.0,8.333333333333334,5.0,1.6666666666666667,0.08333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,2,32.34,1,17.96,1,14.38,4.0,1.67,0.045294,0.009571,0.000368
0,29,38000.0,3219,4,2,0,4,4,3,1,8.75,7.25,5.0,0.0,0.0,2.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,115.89,11,111.57,1,4.32,1.33,3.33,0.162311,0.036002,0.00305
0,77,39000.0,2739,5,4,2,4,5,4,1,10.0,6.8,2.2,1.0,0.364,0.0,2.0,1.0,0.0,1.6666666666666665,1.0,0.0,1.0,1.0,0.0,0.82,1.0,14,160.42,14,160.42,0,0.0,2.67,0.0,0.224678,0.058569,0.004113
0,81,107000.0,3272,6,6,3,5,6,6,2,7.5,6.166666666666667,4.833333333333333,3.3333333333333335,0.36833333333333335,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.77,0.0,0.44,7,184.63,6,161.57,1,23.06,3.67,5.0,0.258585,0.056427,0.001726
0,33,53000.0,2867,4,1,0,3,4,4,2,3.75,4.75,1.75,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,46,100000.0,3622,4,4,3,3,4,4,3,6.25,6.5,4.25,3.0,0.74,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,7,172.72,7,172.72,0,0.0,3.67,0.0,0.241905,0.047686,0.001727
0,82,62000.0,3295,4,2,1,3,4,4,1,5.0,6.25,5.0,2.5,0.24,2.0,0.0,1.0,1.5,0.0,0.0,1.0,0.0,0.0,0.96,0.0,0.0,17,728.51,17,728.51,0,0.0,2.33,0.0,1.020322,0.221096,0.01175
0,21,40000.0,3367,5,3,3,5,5,4,2,9.0,7.2,4.4,3.4,0.42800000000000005,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.3399999999999999,0.8,0.0,14,153.63,13,142.43,1,11.2,1.67,4.33,0.215168,0.045628,0.003841
1,19,52000.0,2839,5,4,1,5,5,5,3,7.0,5.8,5.4,2.0,0.13,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,0.0,4,21.46,4,21.46,0,0.0,1.33,0.0,0.030056,0.007559,0.000413
1,31,44000.0,2867,4,3,2,3,4,4,3,6.75,6.75,1.75,0.75,0.2925,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.25,0.92,21,65.73,20,65.47,1,0.26,2.0,1.67,0.092059,0.022926,0.001494
0,76,119000.0,2708,4,1,0,2,4,3,2,7.5,5.75,1.75,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,22.43,0,0.0,1,22.43,0.0,5.0,0.031415,0.008283,0.000188
0,40,42000.0,2750,3,3,0,3,3,3,3,7.333333333333333,5.666666666666667,6.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11.22,2,3.15,4,8.07,3.0,1.33,0.015714,0.00408,0.000267
0,57,113000.0,3290,4,2,2,3,4,4,1,6.25,6.25,4.25,2.5,0.49,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.96,0.0,1.0,9,233.87,9,233.87,0,0.0,4.0,0.0,0.327549,0.071085,0.00207
0,57,70000.0,3783,5,4,3,4,5,5,3,6.0,6.0,4.4,0.4,0.496,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.92,0.78,11,162.05,9,133.13,2,28.92,3.0,2.33,0.226961,0.042836,0.002315
0,44,55000.0,4092,5,4,3,5,5,5,1,6.0,6.4,1.2,0.8,0.376,0.0,2.0,1.0,0.0,2.0,0.5,0.0,1.5,0.5,0.0,0.905,0.345,18,42.76,17,39.94,1,2.82,2.33,3.33,0.059888,0.01045,0.000777
1,34,45000.0,3272,4,2,2,4,4,4,1,3.75,6.25,1.75,1.75,0.4375,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.93,0.82,0.0,12,134.88,8,85.92,4,48.96,3.67,3.67,0.188908,0.041222,0.002997
1,62,106000.0,2661,4,3,1,4,4,4,3,5.5,6.5,2.5,0.5,0.1625,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,1,32.59,1,32.59,0,0.0,4.33,0.0,0.045644,0.012247,0.000307
1,60,56000.0,3523,3,3,3,3,3,3,3,8.333333333333334,8.333333333333334,3.0,3.0,0.8666666666666667,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8,0.0,17,235.31,14,206.43,3,28.88,1.67,3.33,0.329566,0.066793,0.004202
1,33,72000.0,2674,4,3,2,4,4,4,3,7.5,5.5,5.5,3.75,0.3125,2.0,1.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.8500000000000001,0.0,0.0,5,37.44,5,37.44,0,0.0,3.33,0.0,0.052437,0.014001,0.00052
1,33,45000.0,4326,4,2,0,3,4,4,2,10.0,6.5,6.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,28.1,12,25.95,1,2.15,2.33,3.67,0.039356,0.006496,0.000624
0,85,60000.0,4402,6,6,4,5,6,6,4,7.5,6.833333333333333,6.166666666666667,4.166666666666667,0.4533333333333333,4.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,2.06,0.0,0.0,5,61.76,5,61.76,0,0.0,2.67,0.0,0.086499,0.01403,0.001029
0,58,105000.0,3398,6,3,2,5,6,6,2,5.833333333333333,6.166666666666667,4.5,2.5,0.29833333333333334,3.0,1.0,1.0,2.5,0.0,0.0,1.5,0.0,0.0,1.36,0.0,0.0,5,142.16,5,142.16,0,0.0,4.33,0.0,0.199104,0.041836,0.001354
1,48,74000.0,3085,6,4,3,6,6,5,4,11.166666666666666,7.333333333333333,5.333333333333333,3.6666666666666665,0.31666666666666665,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.825,0.25,0.0,10,188.45,9,172.16,1,16.29,3.67,3.67,0.263936,0.061086,0.002547
1,74,80000.0,3700,2,1,1,1,2,2,2,5.0,4.0,5.0,5.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,85.22,2,64.25,1,20.97,4.0,3.67,0.119356,0.023032,0.001065
1,19,30000.0,3265,6,5,3,5,6,6,4,8.166666666666666,7.5,4.166666666666667,1.6666666666666667,0.33666666666666667,2.0,3.0,0.0,2.0,2.0,0.0,1.0,1.5,0.0,0.89,0.9149999999999999,0.0,16,48.79,16,48.79,0,0.0,2.0,0.0,0.068333,0.014943,0.001626
0,58,95000.0,3173,2,2,1,1,2,1,1,10.0,6.5,2.5,0.0,0.29,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.58,6,151.26,4,98.86,2,52.4,2.67,4.0,0.211849,0.047671,0.001592
1,63,64000.0,3460,6,6,6,5,6,5,2,9.166666666666666,6.666666666666667,5.333333333333333,5.333333333333333,0.64,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.2800000000000002,1.62,0.94,13,254.79,13,254.79,0,0.0,4.0,0.0,0.356849,0.073639,0.003981
0,86,79000.0,2851,4,3,2,3,4,4,3,4.75,6.0,2.75,1.5,0.35750000000000004,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7150000000000001,0.0,8,170.7,7,149.12,1,21.58,4.33,4.33,0.239076,0.059874,0.002161
1,55,76000.0,2954,4,4,1,4,4,3,1,7.5,7.0,1.75,0.5,0.22,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.88,0.0,2,37.39,1,11.63,1,25.76,3.67,3.33,0.052367,0.012657,0.000492
1,47,98000.0,3314,5,5,4,5,5,5,3,5.0,5.6,3.4,3.4,0.72,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.7000000000000002,0.9,0.5,7,196.17,6,167.42,1,28.75,4.33,5.0,0.274748,0.059194,0.002002
1,68,38000.0,2862,5,5,1,4,5,5,5,6.4,7.0,2.4,0.0,0.034,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.17,8,14.84,8,14.84,0,0.0,1.0,0.0,0.020784,0.005185,0.000391
0,72,83000.0,2899,5,4,2,4,5,4,4,12.0,8.4,5.8,2.4,0.24,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.5,0.0,0.2,0.5,0.0,8,191.57,8,191.57,0,0.0,4.0,0.0,0.268305,0.066081,0.002308
1,69,77000.0,2821,2,2,2,1,2,2,2,8.5,7.0,6.5,6.5,0.52,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.86,0.18,0.0,9,198.22,5,117.56,4,80.66,4.0,2.33,0.277619,0.070266,0.002574
1,78,35000.0,2625,3,2,1,3,3,3,1,8.333333333333334,8.0,3.0,0.6666666666666666,0.26333333333333336,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.79,0.0,9,67.8,5,37.34,4,30.46,3.33,1.67,0.094958,0.025829,0.001937
1,46,48000.0,3271,4,2,1,4,4,4,1,7.5,5.75,3.5,0.0,0.14,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.56,8,13.75,6,8.23,2,5.52,2.0,1.0,0.019258,0.004204,0.000286
1,67,50000.0,2808,6,4,2,5,6,6,3,3.1666666666666665,5.333333333333333,1.8333333333333333,0.5,0.285,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.355,1.0,7,60.58,6,49.5,1,11.08,1.33,4.33,0.084846,0.021574,0.001212
1,93,41000.0,2798,6,3,1,4,6,4,3,10.833333333333334,7.0,4.5,0.0,0.08333333333333333,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,4,21.09,4,21.09,0,0.0,3.0,0.0,0.029538,0.007538,0.000514
1,58,96000.0,3179,6,6,5,6,6,6,2,6.166666666666667,6.666666666666667,5.5,3.8333333333333335,0.6066666666666667,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.67,0.96,0.0,15,392.29,15,392.29,0,0.0,3.67,0.0,0.549426,0.1234,0.004086
0,42,90000.0,2806,3,3,2,3,3,3,2,10.0,5.666666666666667,7.333333333333333,6.666666666666667,0.4166666666666667,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.625,0.0,0.0,3,69.95,2,46.72,1,23.23,4.0,2.33,0.097969,0.024929,0.000777
0,46,69000.0,3201,4,4,2,3,4,4,3,10.0,7.25,6.0,1.0,0.415,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.66,0.0,13,189.93,13,189.93,0,0.0,2.67,0.0,0.266008,0.059335,0.002753
1,48,78000.0,4144,5,4,2,4,5,5,4,9.0,6.8,7.4,2.4,0.26,3.0,1.0,0.0,2.0,1.0,0.0,0.5,1.0,0.0,0.275,0.75,0.0,4,99.12,3,60.89,1,38.23,3.33,4.0,0.138824,0.023919,0.001271
0,64,109000.0,3241,4,2,1,4,4,4,2,6.25,7.75,2.25,0.5,0.225,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.45,0.0,6,145.98,6,145.98,0,0.0,4.33,0.0,0.204454,0.045042,0.001339
0,49,68000.0,3622,4,2,2,4,4,4,3,6.75,7.25,3.75,1.25,0.4275,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.71,0.0,11,727.84,10,710.58,1,17.26,4.0,4.67,1.019384,0.20095,0.010704
1,64,57000.0,2848,5,4,4,5,5,4,3,8.4,6.2,4.6,3.6,0.682,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.7,0.71,1.0,15,220.79,13,192.91,2,27.88,1.67,4.0,0.30923,0.077525,0.003874
1,51,53000.0,2826,4,4,3,3,4,3,2,11.25,8.5,5.5,4.25,0.645,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.96,0.62,0.0,10,120.96,7,88.68,3,32.28,4.0,2.33,0.169412,0.042803,0.002282
1,48,89000.0,3016,6,4,2,3,6,5,3,6.666666666666667,6.166666666666667,4.166666666666667,0.8333333333333334,0.17833333333333332,2.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.41,0.0,0.125,10,223.03,9,206.15,1,16.88,3.67,2.33,0.312367,0.073949,0.002506
1,55,66000.0,3526,4,4,4,4,4,3,3,11.75,8.0,5.0,5.0,0.685,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.15,2.59,0.0,12,216.49,12,216.49,0,0.0,2.0,0.0,0.303207,0.061398,0.00328
1,21,31000.0,3071,3,2,2,2,3,3,1,3.3333333333333335,4.666666666666667,0.6666666666666666,0.0,0.64,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.92,13,86.72,8,52.48,5,34.24,3.67,1.33,0.121457,0.028238,0.002797
1,27,33000.0,4262,6,5,4,6,6,5,3,9.166666666666666,7.333333333333333,5.333333333333333,2.8333333333333335,0.45166666666666666,3.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.28,0.95,0.0,35,90.23,34,89.33,1,0.9,2.0,3.67,0.126373,0.021171,0.002734
1,54,88000.0,3579,4,1,1,3,4,3,2,8.75,7.5,3.0,0.5,0.245,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.98,0.0,9,205.99,8,189.12,1,16.87,4.67,3.67,0.288501,0.057555,0.002341
0,73,48000.0,2878,4,3,1,2,4,4,3,6.25,5.5,4.25,0.0,0.23,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.92,6,24.59,5,19.74,1,4.85,3.33,3.67,0.03444,0.008544,0.000512
1,56,74000.0,3267,6,6,4,5,6,5,3,10.333333333333334,7.166666666666667,4.5,2.5,0.4716666666666667,2.0,3.0,0.0,2.0,3.0,0.0,1.0,2.5,0.0,0.9,1.6600000000000001,0.0,6,148.14,6,148.14,0,0.0,3.67,0.0,0.207479,0.045344,0.002002
1,61,119000.0,2959,5,3,0,3,5,5,4,6.0,5.4,4.4,0.0,0.0,2.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.29,1,14.29,0,0.0,3.67,0.0,0.020014,0.004829,0.00012
1,65,82000.0,2956,5,5,1,5,5,5,4,8.8,7.2,4.0,0.6,0.014000000000000002,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.5,0.0,0.0,0.035,0.0,4,91.52,4,91.52,0,0.0,3.33,0.0,0.128179,0.030961,0.001116
0,55,31000.0,2816,5,2,0,5,5,5,3,9.0,6.8,5.8,0.0,0.0,2.0,2.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.37,1,7.37,0,0.0,3.67,0.0,0.010322,0.002617,0.000238
0,42,74000.0,3357,5,5,4,3,5,5,4,6.4,5.8,4.0,4.0,0.71,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.66,1.8900000000000001,0.0,12,292.07,12,292.07,0,0.0,2.33,0.0,0.409062,0.087003,0.003947
1,64,47000.0,2711,4,2,0,3,4,4,1,5.0,5.5,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.88,1,2.88,0,0.0,3.33,0.0,0.004034,0.001062,6.1e-05
0,47,88000.0,2629,6,6,2,5,6,6,4,4.166666666666667,6.0,1.5,0.3333333333333333,0.19666666666666666,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.5,0.5,0.0,0.15,0.44,2,36.82,2,36.82,0,0.0,4.33,0.0,0.051569,0.014005,0.000418
0,41,37000.0,2853,5,3,0,4,5,5,3,8.0,7.2,4.8,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5.64,7,5.64,0,0.0,2.33,0.0,0.007899,0.001977,0.000152
0,70,97000.0,3281,6,5,1,5,6,6,5,4.166666666666667,5.333333333333333,2.8333333333333335,0.8333333333333334,0.06666666666666667,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,3,77.48,3,77.48,0,0.0,4.33,0.0,0.108515,0.023615,0.000799
0,56,97000.0,2683,5,2,2,5,5,5,2,6.0,7.2,4.4,1.4,0.17,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2,0.65,0.0,4,96.25,4,96.25,0,0.0,3.67,0.0,0.134804,0.035874,0.000992
1,72,47000.0,2789,5,3,1,5,5,4,3,8.8,7.2,4.2,1.0,0.16999999999999998,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.85,0.0,0.0,6,17.66,6,17.66,0,0.0,2.0,0.0,0.024734,0.006332,0.000376
0,64,50000.0,2862,6,4,0,3,6,5,4,5.0,4.666666666666667,2.5,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,4,55.43,2,18.83,2,36.6,3.33,4.33,0.077633,0.019368,0.001109
0,67,36000.0,2669,5,3,1,5,5,5,3,5.8,6.0,4.2,0.6,0.10800000000000001,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.27,0.0,3,19.47,3,19.47,0,0.0,2.67,0.0,0.027269,0.007295,0.000541
1,54,78000.0,2840,5,4,3,4,5,5,3,7.0,6.6,3.8,1.4,0.382,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9,0.82,0.19,9,211.63,6,170.01,3,41.62,4.67,2.67,0.296401,0.074518,0.002713
0,88,59000.0,2939,5,5,2,4,5,4,2,9.0,6.6,4.4,3.0,0.22800000000000004,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.1400000000000001,0.0,0.0,3,43.96,2,29.86,1,14.1,2.0,4.0,0.061569,0.014957,0.000745
1,89,92000.0,3402,6,4,4,5,6,5,5,10.0,7.166666666666667,4.833333333333333,4.0,0.595,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.95,0.835,0.0,14,322.15,13,301.66,1,20.49,3.33,3.67,0.45119,0.094694,0.003502
1,60,114000.0,3592,5,2,2,4,5,5,3,7.0,7.2,5.4,1.4,0.374,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.95,0.92,0.0,5,174.66,5,174.66,0,0.0,4.0,0.0,0.244622,0.048625,0.001532
1,52,90000.0,2916,4,4,3,3,4,4,2,3.75,6.0,1.75,1.75,0.405,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.46,0.85,0.31,5,104.69,4,85.03,1,19.66,4.67,2.33,0.146625,0.035902,0.001163
0,55,97000.0,2765,5,4,2,5,5,3,3,12.8,8.8,3.6,1.6,0.20600000000000002,0.0,3.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.515,0.0,5,1153.11,5,1153.11,0,0.0,4.67,0.0,1.615,0.417038,0.011888
